"","HOST_INSTITUTION_CDE","MEDIAN_AGE","AVERAGE_GRANT_AMOUNT","AVERAGE_ECTS","STUDY_LENGTH","LANGUAGES_TAUGHT","SUBJECTS_TAUGHT","STUDENTS_ARRIVED","CONNECTED_UNIVERSITIES","cluster"
"1","A  BADEN01",20.5,2533.33333333333,26,4.08333333333333,2,3,6,3,1
"2","A  DORNBIR01",22,1263.79173076923,26.3846153846154,4.55769230769231,2,11,52,28,1
"3","A  EISENST01",21,1747.5,20.25,5.5,1,2,4,2,1
"4","A  EISENST02",22,1395.14285714286,22.8095238095238,4.58333333333333,2,9,21,10,1
"5","A  EISENST05",22.5,2251.66666666667,43.0833333333333,8.41666666666667,2,2,12,10,1
"6","A  FELDKIR01",22.5,2017.25,37.25,5.1875,1,2,4,2,1
"7","A  FELDKIR03",20,690,16,4,1,1,1,1,1
"8","A  GRAZ01",22,1551.4275390625,30.97265625,6.0859375,4,43,256,131,2
"9","A  GRAZ02",23,1731.9696124031,33.2868217054264,6.60658914728682,2,29,129,61,2
"10","A  GRAZ03",24,1946.60962962963,42.037037037037,6.96296296296296,3,6,27,23,1
"11","A  GRAZ04",21,1141.78,26.25,5.25,2,3,8,3,1
"12","A  GRAZ08",22,2074.99210526316,30.4210526315789,5.60526315789474,2,6,19,9,1
"13","A  Graz09",23,1000,19.8,4.1,2,2,5,1,1
"14","A  GRAZ09",22,1485.83671641791,28.2388059701493,4.91044776119403,2,27,67,41,1
"15","A  GRAZ10",21,1037.93,28.2857142857143,5.21428571428571,2,3,7,3,1
"16","A  GRAZ23",23,1791.35074074074,29.2222222222222,5.75925925925926,2,5,27,21,1
"17","A  INNSBRU01",22,1512.85112244898,33.8265306122449,6.41964285714286,3,42,196,100,2
"18","A  INNSBRU03",21.5,1393.01038461538,29.9615384615385,4.51923076923077,2,7,26,16,1
"19","A  INNSBRU08",22,1198.03836956522,26.4021739130435,4.70380434782609,2,21,92,43,1
"20","A  INNSBRU09",20.5,1201.52,30,4.5,1,2,2,1,1
"21","A  INNSBRU21",24,1684.47,42.4431818181818,6.20170454545455,2,4,88,44,1
"22","A  KLAGENF01",22,1763.661,32.2666666666667,5.33888888888889,2,24,90,44,1
"23","A  KLAGENF02",21,1456.15217391304,31.8695652173913,5.03260869565217,2,7,23,13,1
"24","A  KLAGENF06",25,2634.5,35,6.875,1,1,2,2,1
"25","A  KREMS02",21,1014.88888888889,21.3333333333333,3.5,2,4,9,5,1
"26","A  KREMS03",21,1201.04638888889,34.6666666666667,5.88541666666667,2,10,72,32,1
"27","A  KUFSTEI01",22,1374.02139784946,31.4731182795699,5.39247311827957,2,16,93,39,1
"28","A  LEOBEN01",22.5,1902.5,28.8888888888889,5.81944444444444,2,7,18,9,1
"29","A  LINZ01",23,1612.07578512397,28.1487603305785,5.46487603305785,2,26,121,61,2
"30","A  LINZ02",23,1465.79470588235,34.0882352941176,5.02205882352941,2,9,34,21,1
"31","A  LINZ03",22,1552.64868421053,26.2894736842105,4.85526315789474,2,10,38,15,1
"32","A  LINZ04",22,1142.30769230769,24,6.13461538461539,2,5,13,5,1
"33","A  LINZ17",22,2513.45,57.6666666666667,6,1,1,3,3,1
"34","A  SALZBUR01",22,1758.88846590909,33.5681818181818,6.20170454545455,3,29,176,84,2
"35","A  SALZBUR02",23,1897.32714285714,36.0714285714286,6.88392857142857,3,3,28,22,1
"36","A  SALZBUR03",21,1019.27272727273,26.8181818181818,4.38636363636364,2,5,11,5,1
"37","A  SALZBUR08",22,1467.51810344828,35.3448275862069,5.89655172413793,2,17,58,29,1
"38","A  SPITTAL01",23,1475.20906976744,28.3023255813953,5.00581395348837,3,16,43,23,1
"39","A  ST-POLT03",23,1377.64428571429,20.7857142857143,4.89285714285714,2,5,14,7,1
"40","A  WELS01",22,1566.14965116279,29.5232558139535,5.375,2,20,86,43,1
"41","A  WIEN01",22,1593.65601895735,32.1635071090047,5.99407582938389,5,70,844,242,2
"42","A  WIEN02",23,1820.21836585366,32.1,6.40304878048781,4,34,410,126,2
"43","A  WIEN03",23,1567.94723809524,28.3619047619048,5.55238095238095,2,37,210,77,2
"44","A  WIEN04",24,1711.17826086957,34.0434782608696,5.75,2,8,23,13,1
"45","A  WIEN05",22,1383.09467948718,34.1570512820513,5.10897435897436,3,21,312,78,2
"46","A  WIEN06",25,1414.75703703704,27.8518518518519,5.2962962962963,2,6,54,32,1
"47","A  WIEN07",23,1180.35681818182,27.3181818181818,4.25,2,9,22,17,1
"48","A  WIEN08",23,1696.51692307692,35.6153846153846,6.55128205128205,3,3,39,28,1
"49","A  WIEN09",21,1691.85806451613,27.258064516129,5,2,7,31,20,1
"50","A  WIEN10",21,1426.10742857143,26.6285714285714,4.3,2,8,35,15,1
"51","A  WIEN15",22.5,1325.41666666667,28,3.375,2,2,6,2,1
"52","A  WIEN20",23.5,1481.70875,37.25,6.4375,2,12,24,18,1
"53","A  WIEN21",21,1367.78654320988,32.4938271604938,5.79320987654321,3,13,81,29,1
"54","A  WIEN36",21,1095,29.3333333333333,6.16666666666667,2,3,3,3,1
"55","A  WIEN38",21.5,1805.69226190476,31.7738095238095,5.36904761904762,2,14,84,37,1
"56","A  WIEN52",23,1826.68620689655,37.3103448275862,6.41379310344828,2,5,29,25,1
"57","A  WIEN63",22,1200.38714285714,24.9142857142857,4.72857142857143,2,11,35,21,1
"58","A  WIEN64",23,1681.36554054054,33.2432432432432,6.46621621621622,2,3,74,38,1
"59","A  WIEN66",22,1063.874,28.8,4.825,1,3,10,4,1
"60","A  WIEN68",24,2224.944,47,8.4,2,2,5,3,1
"61","A  WIENER01",22,1080.45205882353,21.9705882352941,4.13235294117647,2,12,34,16,1
"62","A  WIENER04",23.5,835.75,12.375,3.0625,2,3,8,4,1
"63","A  XX",21,2047.5,35,5.8,1,1,5,1,1
"64","B  ANTWERP01",23,1412.25279863481,28.7508532423208,5.64163822525597,6,38,293,119,2
"65","B  ANTWERP57",22,1475.5339047619,31.4952380952381,5.70238095238095,4,32,105,61,2
"66","B  ANTWERP58",22,1352.11222222222,31.4666666666667,5.41111111111111,3,13,45,28,1
"67","B  ANTWERP59",21,1338.82310810811,29.3783783783784,5.33108108108108,6,28,148,55,2
"68","B  ANTWERP60",22,1272.28782608696,31.945652173913,5.77717391304348,4,17,92,45,1
"69","B  ANTWERP61",22,770.714285714286,33.2857142857143,5.92857142857143,2,2,7,4,1
"70","B  BRUGGE11",21,1189.51941176471,24.5588235294118,4.13235294117647,3,15,34,19,1
"71","B  BRUSSEL01",22,1430.96840236686,28.3372781065089,5.62278106508876,6,44,169,83,2
"72","B  BRUSSEL02",22,2059.63625,28.875,5.65625,3,6,8,5,1
"73","B  BRUSSEL05",22,1405.68080645161,31.8790322580645,5.89112903225806,3,20,124,48,1
"74","B  BRUSSEL37",23,1422.752,36.2,6.2,3,8,15,12,1
"75","B  BRUSSEL43",22,1800.29540540541,35.1981981981982,6.52927927927928,5,18,111,62,2
"76","B  BRUSSEL46",22,1495.20168421053,33.0947368421053,5.77894736842105,4,27,95,46,2
"77","B  BRUSSEL47",20,1200,38,5,1,1,1,1,1
"78","B  BRUXEL01",23,1488.46666666667,19.8,5.63333333333333,2,6,15,7,1
"79","B  BRUXEL02",22,1492.60349206349,30.8730158730159,6.51190476190476,3,15,63,30,1
"80","B  BRUXEL04",22,1475.06252459016,37.1245901639344,6.96803278688525,5,56,610,173,2
"81","B  BRUXEL05",22,1454.79166666667,34.7083333333333,5.53125,2,7,24,16,1
"82","B  BRUXEL07",22,2313.28571428571,49.2857142857143,7.96428571428571,2,3,7,7,1
"83","B  BRUXEL15",22.5,988.464285714286,31.2857142857143,5,2,6,14,13,1
"84","B  BRUXEL28",22,1601.28571428571,29.7142857142857,5,2,3,7,4,1
"85","B  BRUXEL81",21,1670.91147826087,36.1478260869565,6.55869565217391,3,7,115,47,1
"86","B  BRUXEL82",21,1287.18571428571,30,5.00595238095238,2,12,42,26,1
"87","B  BRUXEL83",21,675.277777777778,30.2222222222222,5.33333333333333,2,5,9,5,1
"88","B  BRUXEL84",21,1312.13481481481,31.7777777777778,6.12962962962963,2,7,27,13,1
"89","B  BRUXEL85",21,882.727272727273,29.7272727272727,5.54545454545455,2,5,11,7,1
"90","B  BRUXEL86",22,1144.06189655172,33.7586206896552,5.91379310344828,2,12,58,34,1
"91","B  BRUXEL87",21,1206.23674698795,31.4698795180723,5.58433734939759,4,13,83,36,1
"92","B  BRUXEL88",21.5,1232.83333333333,39.5,5.75,2,5,6,5,1
"93","B  BRUXEL89",23.5,1048,35,6.21428571428571,2,9,14,10,1
"94","B  BRUXEL90",21,1261.25,44.85,5.375,2,5,20,13,1
"95","B  BRUXEL91",23,988.5,36.4285714285714,4.85714285714286,2,4,21,15,1
"96","B  DIEPENB01",22,1664.77978723404,29.3404255319149,5.53723404255319,4,14,47,27,1
"97","B  DIEPENB07",23,1180.11,26.4,5.6,1,4,5,4,1
"98","B  GEEL07",21,1638.17056603774,40.7169811320755,6.55188679245283,3,13,53,25,1
"99","B  GENT01",23,1455.78712374582,29.7642140468227,6.11747491638796,7,76,598,199,2
"100","B  GENT16",22,819.292682926829,23,4.36585365853659,2,16,41,15,1
"101","B  GENT25",21.5,1370.05508695652,31.804347826087,5.49021739130435,6,39,230,104,2
"102","B  GENT39",21,1209.45435643564,27.2475247524752,4.4950495049505,3,21,101,40,1
"103","B  HASSELT03",21,1174.03650793651,30.015873015873,6,4,21,63,23,1
"104","B  HASSELT20",21,1229.86774193548,26.0322580645161,4.05645161290323,2,14,31,17,1
"105","B  HASSELT21",22,1244.26470588235,29.1176470588235,4.35294117647059,4,13,34,21,1
"106","B  HEVERLE05",22,1100,31,5,1,1,1,1,1
"107","B  KORTRIJ01",21,1929.16079710145,35.2608695652174,5.96557971014493,3,31,138,59,2
"108","B  KORTRIJ03",21,1429.77051724138,26.2241379310345,4.87068965517241,4,18,58,33,1
"109","B  LEUVEN01",22,1514.11633663366,32.1757425742574,6.54888613861386,5,67,808,218,2
"110","B  LEUVEN04",21,1169.9,31.9333333333333,6.36666666666667,2,8,15,9,1
"111","B  LEUVEN18",21.5,1140.15620689655,25.1206896551724,5.04741379310345,3,20,58,29,1
"112","B  LIEGE01",22,1460.02899371069,35.6498951781971,6.9538784067086,3,59,477,187,2
"113","B  LIEGE02",21,1168.07692307692,51.5384615384615,6.75,2,4,13,7,1
"114","B  LIEGE07",21.5,2065.19827586207,44.5172413793103,7.74137931034483,2,7,58,19,1
"115","B  LIEGE37",21,1274.56733333333,31.3333333333333,5.08333333333333,2,13,30,22,1
"116","B  LIEGE38",21,1329.22322033898,29.2881355932203,5.81779661016949,2,21,59,25,1
"117","B  LIEGE42",21,1045,45,6.5,1,2,2,2,1
"118","B  LIEGE43",22,1429.2,43.5172413793103,8.48275862068965,2,12,29,15,1
"119","B  LOUVAIN01",22,1364.58446043165,31.8129496402878,6.15887290167866,6,51,417,141,2
"120","B  MECHELE14",21,1044.14516129032,28.0645161290323,5.24193548387097,3,13,31,20,1
"121","B  MONS20",22,1144.6875,37.5,8.59375,2,4,8,6,1
"122","B  MONS21",22,1546.0276344086,36.3225806451613,6.91666666666667,3,19,93,47,1
"123","B  MONS22",21,1139.5,24.6666666666667,4.72222222222222,2,7,9,8,1
"124","B  MONS23",23,879.643636363636,19.7272727272727,4.18181818181818,1,5,11,5,1
"125","B  NAMUR01",22,1550.9,29.1,6.9,3,10,20,17,1
"126","B  NAMUR11",20,1399.375,49.25,8.3125,2,3,4,3,1
"127","B  NAMUR13",22,1170,40,9,1,1,1,1,1
"128","B  NAMUR15",21,1370.57142857143,30.5,4.92857142857143,1,9,14,11,1
"129","B  TOURNAI01",22.5,1869.6,32.3,6.25,2,5,10,5,1
"130","BEFR XX",21,1597.46666666667,28.4,5.15,3,10,15,9,1
"131","BENL XX",20,2960,60,8,1,1,1,1,1
"132","BG ALBENA01",21,1530.60541666667,41.125,5.8125,2,6,24,13,1
"133","BG BLAGOEV02",23,1205.73466666667,28.6,4.56666666666667,2,5,15,8,1
"134","BG BLAGOEV03",22,1272.75705882353,45.5294117647059,5.65441176470588,2,14,34,15,1
"135","BG BOURGAS02",21,1345.55555555556,31.5555555555556,3.88888888888889,1,4,9,3,1
"136","BG Plovdiv01",21,1156.935,32.5,5.5,1,1,4,1,1
"137","BG PLOVDIV01",22,1644.44444444444,31.1111111111111,4.11111111111111,1,2,9,1,1
"138","BG PLOVDIV02",23,1426.25,31.0666666666667,4.21666666666667,2,3,15,6,1
"139","BG PLOVDIV04",22,1320.5,34.4230769230769,4.76923076923077,2,3,26,9,1
"140","BG PLOVDIV05",21,806.59375,21.25,3.96875,2,4,8,4,1
"141","BG PLOVDIV09",21,1230,28,7.5,1,2,3,2,1
"142","BG ROUSSE01",22,1191.72222222222,30,4.83333333333333,2,4,9,6,1
"143","BG SHOUMEN01",23,1220.63461538462,30.4615384615385,4.01923076923077,3,3,13,3,1
"144","BG SOFIA02",22,1376.7584375,24.96875,5.3359375,4,11,32,21,1
"145","BG SOFIA03",21,1304.86722222222,42.6111111111111,5.875,2,13,36,22,1
"146","BG SOFIA04",23,1204.78892857143,34.2142857142857,6.4375,2,4,28,16,1
"147","BG SOFIA06",22,1375.30758333333,34.6416666666667,5.71041666666667,5,28,120,63,2
"148","BG SOFIA08",22,1087.19318181818,28.8636363636364,4.84090909090909,3,5,22,15,1
"149","BG SOFIA09",29.5,1046.5,34,4.875,1,2,2,2,1
"150","BG SOFIA11",23,1150.884,32.9,4.7,2,5,10,6,1
"151","BG SOFIA12",22,1360,15,4.25,1,1,1,1,1
"152","BG SOFIA16",23,1128.69736842105,32.8947368421053,6.31578947368421,4,9,19,14,1
"153","BG SOFIA17",21,1410.43242424242,34.0606060606061,5.3030303030303,2,9,33,15,1
"154","BG SOFIA18",35.5,1869.03,45,7,2,1,2,1,1
"155","BG SOFIA20",22.5,1306.25,33,6.125,3,4,4,4,1
"156","BG SOFIA22",21,1392.66666666667,30,4.9,1,2,15,3,1
"157","BG SOFIA26",21,1036.1875,31.5,3.6875,1,3,8,2,1
"158","BG STARA-Z01",20,1639.16666666667,54.3333333333333,5.83333333333333,1,2,3,2,1
"159","BG SVISHTO02",24.5,1145,21.5,4.75,1,2,2,2,1
"160","BG VARNA01",20,1500.75,39,5.35,1,5,10,4,1
"161","BG VARNA02",23,1012.125,34.375,5.53125,2,7,8,6,1
"162","BG VARNA03",26,1347.00333333333,10.3333333333333,4,2,2,3,2,1
"163","BG Varna04",23,1164.34666666667,43,5.66666666666667,1,1,3,1,1
"164","BG VARNA04",23,1124.78814814815,29,4.28703703703704,1,8,27,16,1
"165","BG VELIKO01",22,1376.80216216216,31.9189189189189,4.86486486486486,3,14,37,19,1
"166","BG VELIKO02",21,1404.7,35.6,3.95,1,3,20,4,1
"167","CH BASEL01",23,1431.20535714286,28.2380952380952,5.95833333333333,3,27,84,49,2
"168","CH Bern01",22.5,758.4,30,4,1,1,2,1,1
"169","CH BERN01",23,1544.36647058824,27.9411764705882,5.17892156862745,4,29,102,56,2
"170","CH BERN11",23,1302.89890625,30.78125,5.515625,3,30,64,38,2
"171","CH BERN12",22,1074.18142857143,24.8571428571429,5.14285714285714,2,5,7,6,1
"172","CH BERN13",21.5,690,14,3,1,1,2,1,1
"173","CH BRUGG02",23,1361.8220625,32.725,6.565625,4,20,80,46,2
"174","CH DELEMON02",23,1256.91578571429,28.6071428571429,5.25714285714286,3,33,140,90,2
"175","CH FRIBOUR01",22,1476.39932885906,33.6375838926174,6.69630872483221,3,24,149,79,2
"176","CH FRIBOUR04",23,1017.07,24,5,1,1,1,1,1
"177","CH GENEVE01",21,1624.75442105263,32.2877192982456,6.71491228070175,5,43,285,116,2
"178","CH LAUSANN01",22,1531.78432835821,29.6069651741294,6.53482587064677,3,32,201,98,2
"179","CH LAUSANN06",22,1641.73983098592,35.3605633802817,6.9556338028169,4,30,355,86,2
"180","CH LAUSANN11",21.5,1233.38333333333,33.3333333333333,5.875,1,3,6,3,1
"181","CH LUGANO01",23,1895.13414285714,37.4142857142857,7.57142857142857,5,14,70,40,1
"182","CH LUGANO02",22,1475.35103448276,29.3448275862069,5.78448275862069,4,11,29,14,1
"183","CH LUZERN01",22.5,1377.48261904762,26.952380952381,5.17261904761905,3,13,42,25,1
"184","CH LUZERN13",19.5,724.6875,26.625,3.71875,2,4,8,5,1
"185","CH LUZERN14",22,1651.84572580645,29.6612903225806,5.61693548387097,3,22,62,45,1
"186","CH NEUCHAT01",22,1668.67113636364,31.9318181818182,7.16477272727273,3,17,44,28,1
"187","CH ST-GALL09",23,1268.95416666667,28.4305555555556,4.25520833333333,2,12,144,35,1
"188","CH ST-GALL11",23,2260.25333333333,26.6666666666667,4.08333333333333,2,4,6,4,1
"189","CH ST.Gall08",24,1167.0875,22.75,5,1,2,4,2,1
"190","CH ST.GALL08",22,1306.30788461538,27.6730769230769,5.46634615384615,2,11,52,29,1
"191","CH THURGAU01",20,1443.125,31.25,4.8125,1,1,4,2,1
"192","CH WINTERT03",22,1358.08546153846,35.9,6.15961538461538,4,32,130,67,2
"193","CH XX",21.5,1363.208,29.5,5.1,3,6,10,8,1
"194","CH ZOLLIKO02",24,0,30,6,1,1,1,1,1
"195","CH ZURICH01",23,1519.9679787234,28.8776595744681,5.66622340425532,5,34,188,85,2
"196","CH ZURICH07",23,1775.85880952381,32.4603174603175,6.73313492063492,4,40,252,72,2
"197","CH ZURICH17",23,1511.3675,29.875,6,2,7,8,8,1
"198","CH Zurich20",32,1500,30,5,1,1,1,1,1
"199","CH ZURICH20",23,1504.38766666667,31.5333333333333,5.85833333333333,3,6,30,26,1
"200","CH ZURICH21",23,1056.90294117647,27.6470588235294,5.16176470588235,2,7,17,11,1
"201","CY LARNACA01",22,1900.6,22.9333333333333,4.53333333333333,1,5,15,5,1
"202","CY LEFKOSI02",26,1912.1,30,6,1,1,1,1,1
"203","CY LIMASSO02",21.5,1182.29384615385,29.2692307692308,5.20192307692308,2,9,26,14,1
"204","CY NICOSIA01",22,1467.84939759036,31.6084337349398,5.24698795180723,3,32,166,77,2
"205","CY NICOSIA10",22,1442,34,4.3,1,3,5,4,1
"206","CY NICOSIA11",21,1761.17692307692,24.1538461538462,4.53846153846154,1,7,13,6,1
"207","CY NICOSIA13",21,2379.16666666667,50,6.75,1,4,6,2,1
"208","CY Nicosia14",20,1600,30,4,1,1,1,1,1
"209","CY NICOSIA14",22,1622.45943925234,33.7102803738318,5.13551401869159,1,25,107,44,1
"210","CY NICOSIA15",21.5,1830.43846153846,27.4230769230769,4.60576923076923,1,9,26,8,1
"211","CY NICOSIA22",21,1162.68923076923,29.0769230769231,4.5,1,5,13,5,1
"212","CY NICOSIA23",22,1481.16416666667,26,4.38541666666667,2,10,24,12,1
"213","CY NICOSIA24",22,1535.7976744186,28.3139534883721,4.76453488372093,2,26,86,40,1
"214","CY NICOSIA26",21.5,935.5,35,5.25,1,3,4,3,1
"215","CY XX",21,1705,26,5.125,1,2,4,2,1
"216","CZ BRNO01",22,1401.44484939759,33.0572289156626,5.58810240963855,4,36,332,102,2
"217","CZ BRNO02",22,1371.46248677249,35.6402116402116,5.7962962962963,2,32,189,69,2
"218","CZ BRNO03",23,1734.2728,40.84,6.36,4,5,25,18,1
"219","CZ BRNO05",22,1554.5304,32.744,5.80466666666667,5,50,375,153,2
"220","CZ BRNO06",22,1780.36170212766,32.5744680851064,6.01595744680851,3,7,47,23,1
"221","CZ BRNO10",22,1641.51675,26.375,4.35625,3,7,40,12,1
"222","CZ CESKE01",22,1283.48,35.0540540540541,6.09459459459459,4,18,74,31,1
"223","CZ CESKE04",21,1633.34375,33.275,4.9625,2,11,40,16,1
"224","CZ HRADEC01",22,1664.19486842105,35.4342105263158,5.71710526315789,3,31,76,26,2
"225","CZ JIHLAVA02",21,1177.5,29.1333333333333,3.65,1,5,15,3,1
"226","CZ KOLIN01",22,1638.64,15,4.75,1,1,2,2,1
"227","CZ LIBEREC01",22,1578.79504672897,35.3644859813084,5.46495327102804,2,26,107,43,2
"228","CZ MLADA01",21,899.930952380952,27.5238095238095,4.38095238095238,2,4,21,7,1
"229","CZ OLOMOUC01",22,1606.8787434555,32.6858638743456,5.84947643979058,5,33,191,89,2
"230","CZ OPAVA01",22,1666.43965517241,32.6551724137931,4.9051724137931,2,8,29,11,1
"231","CZ OSTRAVA01",22,1581.46506382979,36.531914893617,6.02553191489362,3,43,235,66,2
"232","CZ OSTRAVA02",22,1414.96381679389,39.5725190839695,6.04961832061069,6,30,131,48,2
"233","CZ OSTRAVA03",21,1400.83333333333,26.3333333333333,4.16666666666667,1,3,3,2,1
"234","CZ PARDUB01",21,1603.03333333333,33.4747474747475,5.49242424242424,2,28,99,34,2
"235","CZ PISEK01",21,2453.75,45,6.625,1,1,2,1,1
"236","CZ PLZEN01",22,1489.775546875,35.40625,6.189453125,3,29,128,51,2
"237","CZ PRAHA01",22,1505.55125,34.203125,5.791015625,4,25,128,62,2
"238","CZ PRAHA02",22,1323.69197324415,36.3478260869565,5.85284280936455,2,38,299,85,2
"239","CZ PRAHA03",21,1313.18888888889,33.8888888888889,5.05555555555556,2,4,9,7,1
"240","CZ PRAHA04",22,1636.02453125,33.203125,5.30859375,3,8,64,32,1
"241","CZ PRAHA05",22,1328.26387096774,29.741935483871,4.91129032258065,3,9,31,20,1
"242","CZ PRAHA06",20,1521.565,25.625,3.75,3,2,16,3,1
"243","CZ Praha07",23,1000,30,5,1,1,3,1,1
"244","CZ PRAHA07",22,1464.83989915966,34.5773109243697,6.13697478991597,7,68,1190,309,2
"245","CZ PRAHA09",23,1051.29857819905,28.4265402843602,4.20616113744076,3,13,211,74,1
"246","CZ PRAHA10",22,1490.43535714286,34.2428571428571,6.50654761904762,5,28,420,129,2
"247","CZ PRAHA11",22,1207.83333333333,43.5,6.91666666666667,1,5,6,4,1
"248","CZ PRAHA12",23,1030.32,30,3.91666666666667,2,1,3,2,1
"249","CZ PRAHA13",21.5,1050.02027777778,28.9444444444444,4.56944444444444,2,9,36,19,1
"250","CZ PRAHA16",22,1496.73230769231,26.0769230769231,5.01923076923077,2,3,13,6,1
"251","CZ PRAHA17",21,1202.89259259259,30.8888888888889,4.41666666666667,2,9,27,14,1
"252","CZ PRAHA18",22,1688.53068965517,33.7011494252874,6.05747126436782,3,12,87,44,1
"253","CZ PRAHA20",22,1350.77777777778,33.3888888888889,4.29166666666667,1,3,18,7,1
"254","CZ PRAHA21",22,1234.45205882353,41.5882352941176,5.63235294117647,3,12,34,16,1
"255","CZ PRAHA22",23,3016.79166666667,41.7777777777778,6.83333333333333,1,3,9,4,1
"256","CZ PRAHA25",20,1225.25,26,3.25,1,1,2,1,1
"257","CZ PRAHA26",21,656.09,26.5,4.08333333333333,1,2,6,3,1
"258","CZ PRAHA30",22,1264.12692307692,26.7692307692308,4.17307692307692,1,3,13,7,1
"259","CZ USTINAD01",22,1651.49759036145,33.6867469879518,5.54819277108434,3,27,83,36,2
"260","CZ USTINAD02",22,1109.84107142857,26.2857142857143,4.60714285714286,2,8,28,16,1
"261","CZ XX",25,1508,19,4,1,1,1,1,1
"262","CZ ZLIN01",22,1189.93708333333,34.1944444444444,4.67361111111111,2,21,72,37,1
"263","D  AACHEN01",23,1768.19330917874,36.3164251207729,7.71014492753623,4,49,414,117,2
"264","D  AACHEN02",22,1688.75291666667,37,7.10763888888889,2,16,72,27,1
"265","D  AALEN01",22,1737.01108695652,26.3260869565217,6.81521739130435,2,13,46,19,1
"266","D  ALFTER01",22,2743.33333333333,52,9,2,2,3,2,1
"267","D  AMBERG01",21,1784.28571428571,24.8571428571429,5.71428571428571,1,4,7,4,1
"268","D  ANSBACH01",24,1546.66666666667,55,10.1666666666667,1,3,6,3,1
"269","D  ASCHAFF01",22,2698.50833333333,39.4666666666667,8.55833333333333,2,8,30,8,1
"270","D  AUGSBUR01",21,1983.39358333333,38.5166666666667,7.46458333333333,2,29,120,63,2
"271","D  AUGSBUR02",22,1492.87891891892,31.1621621621622,5.83108108108108,2,13,74,23,1
"272","D  BAD-HON01",21,1735.92105263158,28.7368421052632,5.64473684210526,1,5,19,6,1
"273","D  BAMBERG01",22,1959.99016483516,37.6703296703297,7.36401098901099,3,26,182,75,2
"274","D  BAYREUT01",22,1984.27278688525,35.5737704918033,7.30122950819672,2,28,122,47,2
"275","D  BERLIN01",22,1776.82940919037,33.4124726477024,7.00492341356674,4,60,914,214,2
"276","D  BERLIN02",22,1833.03599496222,37.8010075566751,8.03400503778338,2,45,397,137,2
"277","D  BERLIN03",23,1501.39592920354,31.2389380530973,6.1283185840708,3,21,113,67,2
"278","D  BERLIN04",22,1814.61446428571,47.2142857142857,8.1875,2,17,56,28,1
"279","D  BERLIN05",23,1368.07612244898,27.8163265306122,6.09183673469388,3,8,49,20,1
"280","D  BERLIN06",21,1943.39512295082,41.0122950819672,7.01229508196721,2,18,244,50,1
"281","D  BERLIN10",23,1500,31.2857142857143,5.21428571428571,1,4,7,4,1
"282","D  BERLIN13",22,1764.8945691906,33.6906005221932,6.86227154046997,5,57,766,196,2
"283","D  BERLIN14",22,1440.45138157895,31.9473684210526,5.96875,4,28,152,63,2
"284","D  BERLIN16",24,1450.93333333333,37.4,6.01666666666667,2,2,15,8,1
"285","D  BERLIN17",19.5,1077.5,16.25,3.25,1,1,4,2,1
"286","D  BERLIN18",24,1355.86185185185,28.6666666666667,5.41666666666667,2,8,27,24,1
"287","D  BERLIN20",23,1391.97714285714,29.9285714285714,5.08928571428571,2,5,14,7,1
"288","D  BERLIN21",22,1699.47611111111,37.0555555555556,6.39583333333333,2,10,36,14,1
"289","D  BERLIN22",21.5,1156.25,60,6.25,1,2,2,1,1
"290","D  BERLIN23",25,1788.59375,24.5,5.09375,1,3,8,4,1
"291","D  BERLIN25",24,1700,34,4,1,1,1,1,1
"292","D  BERLIN26",21,1235,60,9.5,1,1,1,1,1
"293","D  BIBERAC01",23,1375.83333333333,32.8333333333333,7.25,2,2,6,2,1
"294","D  BIELEFE01",22,2289.70315789474,35.2421052631579,7.30789473684211,2,24,95,39,2
"295","D  BIELEFE02",21,1765.08909090909,35.6060606060606,6.24242424242424,2,10,33,20,1
"296","D  BINGEN01",21,1933.82666666667,26,4.08333333333333,2,3,6,3,1
"297","D  BOCHUM01",22,1653.62306666667,33.2133333333333,6.93222222222222,2,40,225,87,2
"298","D  BOCHUM02",21,2920.61666666667,40.7333333333333,9.65833333333333,2,8,30,14,1
"299","D  BONN01",22,1960.3311627907,37.453488372093,7.59108527131783,4,40,258,105,2
"300","D  BRANDEN01",22,1663.34615384615,30.1153846153846,5.79807692307692,3,13,26,11,1
"301","D  BRAUNSC01",23,1777.52855670103,35.9072164948454,7.65979381443299,2,24,97,50,2
"302","D  BRAUNSC02",21,1181.46357142857,32.5357142857143,5.08928571428571,2,7,28,12,1
"303","D  BREMEN01",22,1921.17965957447,35.1574468085106,6.63191489361702,2,46,235,104,2
"304","D  BREMEN03",22,1324.83,26,5.67307692307692,2,7,13,9,1
"305","D  BREMEN04",21,1523.63451612903,38.8193548387097,6.91612903225806,2,26,155,57,2
"306","D  BREMEN07",29,672.39,30,4.25,1,2,2,2,1
"307","D  BREMEN09",20,2294.15142857143,51,7.82142857142857,2,5,7,5,1
"308","D  BREMERH01",21.5,1860.65625,35.575,6.28125,2,14,40,7,1
"309","D  BRUHL01",21,864.117647058824,29.7058823529412,3.69117647058824,2,6,17,9,1
"310","D  CALW01",20,4250,60,11,1,1,1,1,1
"311","D  CHEMNIT01",22,2028.39931034483,32.9224137931034,6.67025862068965,3,20,116,49,2
"312","D  CLAUSTH01",23,2232.80241935484,34.741935483871,7.70564516129032,2,18,62,24,1
